Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,333108352,341966230,351146952,360624237,370426936,380577785,391086879,401955454,413181502,424758688,436680896,448949532,461564078,474508555,487763624,501313806,515152772
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,669737048,687462724,705845436.9,724827302.9,744459949,764783733.2,785820414.5,807571797,830024044.3,853151354.1,876933366.4,901368314.4,926459874.1,952188682.6,978533722.7,1005477382,1033011458
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,336669416,345537291,354740589,364244706,374074433,384247407,394775589,405658238,416884995,428435012,440295943,452461294,464939085,477724704,490815839,504210701,517906636
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,333148763,342006635,351188571,360665378,370467991,380619184,391129426,401998592,413226005,424803640,436727194,448994462,461609092,474553927,487809243,501360100,515199499
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,669818179,687543926,705929159.9,724910083.9,744542424,764866591.2,785905014.5,807656830,830111000.3,853238652.1,877023136.4,901455755.4,926548177.1,952278631.6,978625081.7,1005570801,1033106135
Upper middle income,UMC,"Population, female",SP.POP.TOTL.FE.IN,1133099363,1142583214,1151549984,1160334980,1169025749,1177780094,1186479973,1195054318,1203790676,1212817435,1221792253,1230862102,1240276454,1249857199,1259517465,1269072749,1278728879
Upper middle income,UMC,"Population, male",SP.POP.TOTL.MA.IN,1151372301,1161173604,1170571464,1179826948,1188946414,1198037908,1206944976,1215612326,1224383272,1233448551,1242542506,1251826256,1261512410,1271395647,1281344086,1291133908,1300974442
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2284670482,2303956411,2322321869,2340363117,2358173887,2376019944,2393626721,2410867952,2428374657,2446466231,2464534816,2482888622,2501989805,2521454987,2541065425,2560411826,2579909675
World,WLD,"Population, female",SP.POP.TOTL.FE.IN,3037461287,3076485259,3115174103,3153900757,3192941599,3232312478,3272102571,3312252797,3353109907,3394071908,3435031556,3475366140,3516939678,3558998195,3601421986,3643934507,3686784411
World,WLD,"Population, male",SP.POP.TOTL.MA.IN,3078014236,3118541692,3159027060,3199723842,3240758866,3282050930,3323639208,3365469684,3407914880,3450403854,3492871137,3534706337,3577669741,3621045177,3664743458,3708479158,3752523558
World,WLD,"Population, total",SP.POP.TOTL,6118075293,6197638117,6276824418,6356259574,6436346998,6517020798,6598421257,6680423047,6763745673,6847214549,6930656699,7012843635,7097400665,7182860115,7268986176,7355220412,7442135578
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,9746770,10162500,10637846,11144964,11642547,12101551,12511524,12884170,13239157,13606016,14005473,14444001,14912657,15398276,15881092,16346869,16791609
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,10346986,10803963,11342077,11919887,12476432,12969247,13381926,13732622,14054874,14398315,14797694,15264598,15784301,16333412,16876928,17389625,17864423
Afghanistan,AFG,"Population, total",SP.POP.TOTL,20093756,20966463,21979923,23064851,24118979,25070798,25893450,26616792,27294031,28004331,28803167,29708599,30696958,31731688,32758020,33736494,34656032
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1528046,1511707,1509000,1507666,1505935,1501423,1493529,1482744,1470945,1460006,1451422,1445814,1441287,1436444,1431651,1426369,1423809
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1560981,1548466,1542010,1531950,1521004,1510064,1499018,1487273,1476369,1467513,1461599,1459381,1459114,1458648,1457453,1454334,1452292
Albania,ALB,"Population, total",SP.POP.TOTL,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,15380507,15585633,15790197,15999201,16218559,16452871,16703283,16970004,17255141,17560693,17887239,18235997,18604407,18984388,19365041,19738058,20100149
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,15803153,16006520,16204849,16404313,16612537,16835566,17074632,17330072,17605574,17905067,18230398,18583561,18961440,19354174,19748272,20133470,20505903
Algeria,DZA,"Population, total",SP.POP.TOTL,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Population, total",SP.POP.TOTL,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55537,55599
Andorra,AND,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Andorra,AND,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Andorra,AND,"Population, total",SP.POP.TOTL,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,8407379,8684468,8985544,9307609,9645607,9995796,10357453,10731777,11119158,11520427,11936016,12366067,12809782,13265577,13731363,14205741,14688058
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,8033545,8298798,8587105,8895760,9220109,9556746,9904946,10265910,10640262,11029120,11433115,11852498,12286368,12732763,13189103,13653564,14125405
Angola,AGO,"Population, total",SP.POP.TOTL,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,44195,44954,45454,45789,46097,46471,46958,47505,48100,48708,49291,49845,50387,50913,51450,51984,52509
Antigua and Barbuda,ATG,"Population, male",SP.POP.TOTL.MA.IN,39389,40103,40812,41504,42160,42782,43343,43876,44378,44873,45370,45874,46390,46911,47425,47939,48454
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,99923,100963
Argentina,ARG,"Population, female",SP.POP.TOTL.FE.IN,18926129,19139683,19354161,19569048,19783381,19996580,20208300,20419085,20630231,20843519,21060096,21280453,21503827,21728482,21951996,22172551,22389522
Argentina,ARG,"Population, male",SP.POP.TOTL.MA.IN,18131323,18331826,18535209,18740331,18945315,19148908,19350590,19551139,19752158,19955888,20163793,20376426,20592912,20811443,21029519,21245214,21457908
Argentina,ARG,"Population, total",SP.POP.TOTL,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430
Armenia,ARM,"Population, female",SP.POP.TOTL.FE.IN,1628670,1618678,1609088,1599553,1589708,1579388,1568169,1556308,1545072,1536225,1530960,1529747,1532013,1536577,1541734,1546192,1549566
Armenia,ARM,"Population, male",SP.POP.TOTL.MA.IN,1440918,1431977,1424809,1418253,1410904,1401871,1390331,1376748,1363148,1352359,1346351,1345834,1349909,1356932,1364486,1370758,1375250
Armenia,ARM,"Population, total",SP.POP.TOTL,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816
Aruba,ABW,"Population, female",SP.POP.TOTL.FE.IN,47012,48252,49506,50707,51712,52456,52896,53083,53104,53112,53202,53404,53701,54060,54417,54743,55023
Aruba,ABW,"Population, male",SP.POP.TOTL.MA.IN,43841,44646,45486,46310,47025,47575,47936,48137,48249,48341,48467,48649,48876,49127,49378,49598,49799
Aruba,ABW,"Population, total",SP.POP.TOTL,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,9597994,9726262,9845536,9968388,10084382,10216231,10363514,10422277,10627076,10844514,11014499,11173044,11375255,11579915,11761189,11932806,12106154
Australia,AUS,"Population, male",SP.POP.TOTL.MA.IN,9555006,9686738,9805864,9927012,10043018,10178569,10334386,10405323,10622124,10847186,11017251,11166980,11352999,11537438,11699505,11856532,12021005
Australia,AUS,"Population, total",SP.POP.TOTL,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23117353,23460694,23789338,24127159
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,4123171,4136937,4156033,4175478,4200660,4228324,4247907,4260003,4271284,4280016,4287444,4298591,4314492,4335813,4363705,4406789,4461623
Austria,AUT,"Population, male",SP.POP.TOTL.MA.IN,3888395,3905356,3925924,3945945,3971306,3999505,4020734,4035484,4050212,4063307,4075960,4093052,4115499,4143562,4177870,4226380,4285735
Austria,AUT,"Population, total",SP.POP.TOTL,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,8541575,8633169,8747358
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,4113396,4140707,4165639,4190433,4220361,4257347,4298747,4342781,4430364,4518847,4568408,4623725,4681041,4737682,4793328,4847488,4901570
Azerbaijan,AZE,"Population, male",SP.POP.TOTL.MA.IN,3935204,3970493,4006311,4043667,4086139,4134503,4185803,4238519,4333036,4428396,4485924,4549357,4614743,4679119,4741751,4801853,4860704
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9762274
"Bahamas, The",BHS,"Population, female",SP.POP.TOTL.FE.IN,152793,155593,158644,161894,165215,168536,171826,175097,178302,181428,184443,187323,190065,192673,195145,197489,199696
"Bahamas, The",BHS,"Population, male",SP.POP.TOTL.MA.IN,145097,147542,150513,153852,157311,160713,164004,167231,170374,173428,176389,179245,181974,184567,187024,189349,191536
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,297890,303135,309157,315746,322526,329249,335830,342328,348676,354856,360832,366568,372039,377240,382169,386838,391232
Bahrain,BHR,"Population, female",SP.POP.TOTL.FE.IN,283388,294859,307146,320830,336655,355021,376373,400183,424676,447439,466811,481963,493539,503131,513091,525098,539717
Bahrain,BHR,"Population, male",SP.POP.TOTL.MA.IN,381226,402690,428002,457881,493193,534147,582041,635708,689914,737590,774051,796306,806678,812280,823306,846757,885454
Bahrain,BHR,"Population, total",SP.POP.TOTL,664614,697549,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855,1425171
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,64436550,65682263,66913544,68117056,69276082,70379646,71421204,72406278,73351150,74279294,75208034,76143513,77081980,78018941,78946134,79857914,80752655
Bangladesh,BGD,"Population, male",SP.POP.TOTL.MA.IN,67144693,68424897,69687123,70901945,72031407,73051455,73946800,74732913,75454664,76175414,76941068,77768403,78645073,79552351,80459145,81342972,82198905
Bangladesh,BGD,"Population, total",SP.POP.TOTL,131581243,134107160,136600667,139019001,141307489,143431101,145368004,147139191,148805814,150454708,152149102,153911916,155727053,157571292,159405279,161200886,162951560
Barbados,BRB,"Population, female",SP.POP.TOTL.FE.IN,140210,140669,141108,141535,141989,142477,143023,143606,144221,144830,145422,145985,146537,147054,147559,148040,148498
Barbados,BRB,"Population, male",SP.POP.TOTL.MA.IN,129637,130016,130370,130723,131102,131532,132016,132544,133098,133640,134147,134616,135048,135455,135826,136177,136498
Barbados,BRB,"Population, total",SP.POP.TOTL,269847,270685,271478,272258,273091,274009,275039,276150,277319,278470,279569,280601,281585,282509,283385,284217,284996
Belarus,BLR,"Population, female",SP.POP.TOTL.FE.IN,5295397,5271220,5242444,5211727,5182423,5152853,5126551,5107758,5094092,5085742,5078980,5070291,5065091,5064597,5067708,5074666,5083373
Belarus,BLR,"Population, male",SP.POP.TOTL.MA.IN,4684213,4657329,4623104,4585022,4547723,4511062,4478373,4453195,4433893,4421023,4411603,4402881,4399404,4401400,4406803,4414950,4423747
Belarus,BLR,"Population, total",SP.POP.TOTL,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,9489616,9507120
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,5231510,5248012,5269639,5289562,5310399,5337874,5371630,5409812,5451562,5494806,5544815,5622454,5664069,5691953,5703575,5732314,5762376
Belgium,BEL,"Population, male",SP.POP.TOTL.MA.IN,5019740,5038558,5063146,5086571,5110738,5140743,5176328,5215888,5258411,5301687,5350771,5425290,5464177,5490864,5505482,5541882,5585783
Belgium,BEL,"Population, total",SP.POP.TOTL,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11047744,11128246,11182817,11209057,11274196,11348159
Belize,BLZ,"Population, female",SP.POP.TOTL.FE.IN,122796,126635,130260,133752,137278,140948,144785,148735,152747,156766,160739,164662,168537,172392,176265,180182,184139
Belize,BLZ,"Population, male",SP.POP.TOTL.MA.IN,124519,128349,131946,135378,138811,142329,145962,149672,153418,157163,160869,164530,168164,171789,175429,179106,182815
Belize,BLZ,"Population, total",SP.POP.TOTL,247315,254984,262206,269130,276089,283277,290747,298407,306165,313929,321608,329192,336701,344181,351694,359288,366954
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,3483091,3585781,3691950,3801241,3913011,4026822,4142662,4260766,4381295,4504444,4630423,4759210,4890851,5025628,5163869,5305825,5451617
Benin,BEN,"Population, male",SP.POP.TOTL.MA.IN,3382860,3490952,3603444,3719314,3836993,3955403,4074234,4194025,4315621,4440262,4568836,4701592,4838309,4978823,5122843,5270127,5420681
Benin,BEN,"Population, total",SP.POP.TOTL,6865951,7076733,7295394,7520555,7750004,7982225,8216896,8454791,8696916,8944706,9199259,9460802,9729160,10004451,10286712,10575952,10872298
Bermuda,BMU,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Population, total",SP.POP.TOTL,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65139,65235,65331
Bhutan,BTN,"Population, female",SP.POP.TOTL.FE.IN,280702,287239,293500,299564,305603,311752,317962,324132,330225,336200,342029,347687,353194,358543,363791,368944,374015
Bhutan,BTN,"Population, male",SP.POP.TOTL.MA.IN,292714,302361,312899,323870,334679,344887,354266,362826,370725,378258,385612,392823,399773,406418,412657,418442,423750
Bhutan,BTN,"Population, total",SP.POP.TOTL,573416,589600,606399,623434,640282,656639,672228,686958,700950,714458,727641,740510,752967,764961,776448,787386,797765
Bolivia,BOL,"Population, female",SP.POP.TOTL.FE.IN,4158052,4236323,4314657,4393082,4471670,4550478,4629472,4708621,4787987,4867677,4947771,5028274,5109148,5190399,5272022,5353994,5436298
Bolivia,BOL,"Population, male",SP.POP.TOTL.MA.IN,4181460,4260052,4338688,4417338,4496071,4574931,4653862,4732823,4811868,4891071,4970471,5050069,5129856,5209865,5290137,5370711,5451584
Bolivia,BOL,"Population, total",SP.POP.TOTL,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,1917111,1918932,1920951,1922605,1923624,1923738,1922688,1919969,1914801,1906311,1894075,1877446,1857062,1835367,1815708,1800461,1790588
Bosnia and Herzegovina,BIH,"Population, male",SP.POP.TOTL.MA.IN,1849595,1852352,1854856,1856642,1857663,1857792,1856780,1854031,1848798,1840250,1828009,1811419,1791138,1769632,1750294,1735500,1726228
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3766706,3771284,3775807,3779247,3781287,3781530,3779468,3774000,3763599,3746561,3722084,3688865,3648200,3604999,3566002,3535961,3516816
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,876336,889692,902190,914320,926701,939822,953831,968699,984471,1001136,1018676,1037138,1056500,1076545,1096973,1117556,1138206
Botswana,BWA,"Population, male",SP.POP.TOTL.MA.IN,852004,865243,877763,890019,902629,916030,930407,945715,961880,978746,996190,1014201,1032815,1051962,1071600,1091641,1112054
Botswana,BWA,"Population, total",SP.POP.TOTL,1728340,1754935,1779953,1804339,1829330,1855852,1884238,1914414,1946351,1979882,2014866,2051339,2089315,2128507,2168573,2209197,2250260
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,88664346,89936916,91178885,92387090,93558761,94692609,95785485,96838834,97861857,98867347,99864354,100856156,101839635,102809591,103757887,104678401,105569752
Brazil,BRA,"Population, male",SP.POP.TOTL.MA.IN,86623241,87813754,88972136,90095059,91179697,92224752,93226927,94187803,95117172,96028649,96931915,97830532,98721348,99599041,100455246,101283707,102083113
Brazil,BRA,"Population, total",SP.POP.TOTL,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865
British Virgin Islands,VGB,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,20645,21085,21529,22000,22541,23168,23905,24731,25604,26447,27224,27901,28509,29056,29588,30113,30661
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,164490,168102,171279,174060,176532,178759,180716,182435,184081,185887,187997,190489,193321,196369,199453,202444,205299
Brunei Darussalam,BRN,"Population, male",SP.POP.TOTL.MA.IN,168751,172015,175588,179329,182991,186399,189534,192429,195171,197885,200665,203524,206427,209347,212251,215098,217897
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,333241,340117,346867,353389,359523,365158,370250,374864,379252,383772,388662,394013,399748,405716,411704,417542,423196
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,4188492,4108035,4021416,3990804,3961458,3931994,3902061,3872927,3845167,3819980,3794830,3770998,3750088,3730296,3710287,3687600,3662467
Bulgaria,BGR,"Population, male",SP.POP.TOTL.MA.IN,3981680,3901107,3815745,3784523,3755402,3726978,3698961,3672411,3647394,3624463,3600769,3577330,3555800,3534819,3513651,3490391,3465355
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,5906284,6073089,6245194,6423208,6607935,6799929,6999447,7206339,7420315,7640864,7867595,8100460,8339503,8584545,8835378,9091848,9353871
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,5701658,5871498,6047906,6231413,6422634,6622001,6829730,7045682,7269411,7500235,7737622,7981444,8231713,8488178,8750599,9018776,9292562
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,11607942,11944587,12293100,12654621,13030569,13421930,13829177,14252021,14689726,15141099,15605217,16081904,16571216,17072723,17585977,18110624,18646433
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,3260004,3335467,3427608,3533912,3650063,3772658,3901624,4037430,4177791,4319930,4461964,4602491,4742063,4883199,5029633,5183997,5347055
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,3140702,3220362,3313961,3419201,3532388,3650631,3773714,3902143,4034473,4169101,4304966,4441017,4577647,4716987,4862157,5015273,5177062
Burundi,BDI,"Population, total",SP.POP.TOTL,6400706,6555829,6741569,6953113,7182451,7423289,7675338,7939573,8212264,8489031,8766930,9043508,9319710,9600186,9891790,10199270,10524117
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,225201,229250,233035,236526,239666,242428,244798,246814,248665,250602,252788,255305,258117,261157,264330,267548,270802
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,209878,214466,219071,223621,227998,232139,235997,239624,243058,246361,249596,252762,255862,258949,262107,265365,268758
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,435079,443716,452106,460147,467664,474567,480795,486438,491723,496963,502384,508067,513979,520106,526437,532913,539560
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,6246282,6376735,6498963,6614097,6723831,6829733,6931842,7030759,7129304,7231015,7338386,7452628,7573042,7697760,7823844,7949056,8072928
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,5906072,6025738,6135766,6239027,6339546,6440468,6542647,6645934,6751205,6859193,6970354,7085258,7203824,7324932,7446946,7568579,7689442
Cambodia,KHM,"Population, total",SP.POP.TOTL,12152354,12402473,12634729,12853124,13063377,13270201,13474489,13676693,13880509,14090208,14308740,14537886,14776866,15022692,15270790,15517635,15762370
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,7660625,7857184,8061389,8273579,8493856,8722280,8959109,9204382,9457610,9718030,9985019,10258448,10538239,10823872,11114754,11410451,11710689
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,7613609,7814743,8023497,8240243,8465225,8698515,8940453,9191007,9449398,9714511,9985476,10261999,10544144,10831843,11125150,11424071,11728500
Cameroon,CMR,"Population, total",SP.POP.TOTL,15274234,15671927,16084886,16513822,16959081,17420795,17899562,18395389,18907008,19432541,19970495,20520447,21082383,21655715,22239904,22834522,23439189
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,15527833,15682901,15821913,15978061,16136529,16293676,16420913,16577614,16754869,16945444,17134047,17304245,17510939,17716570,17913625,18066474,18285148
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,15241867,15398999,15540087,15697939,15858471,16018324,16149592,16310314,16490904,16683127,16871227,17038535,17239606,17438881,17630939,17782136,18001277
Canada,CAN,"Population, total",SP.POP.TOTL,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34750545,35155451,35544564,35848610,36286425
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,41687,43316,44738,46028,47299,48622,50031,51483,52926,54279,55507,56579,57523,58371,59172,59963,60765
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,1907223,1945759,1983309,2020142,2056668,2093009,2129935,2167033,2201977,2231568,2253893,2267889,2275215,2280048,2288171,2303826,2328438
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,1847763,1886444,1924303,1961523,1998368,2034901,2071823,2108767,2143409,2172662,2194632,2208264,2215201,2219605,2227221,2242274,2266183
Central African Republic,CAF,"Population, total",SP.POP.TOTL,3754986,3832203,3907612,3981665,4055036,4127910,4201758,4275800,4345386,4404230,4448525,4476153,4490416,4499653,4515392,4546100,4594621
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,4187085,4346217,4514262,4688526,4865281,5041952,5217267,5392219,5569176,5751676,5942186,6141542,6348698,6562028,6779132,6998240,7218863
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,4155474,4316795,4487427,4664675,4844762,5025057,5204330,5383489,5564685,5751110,5945016,6147109,6356437,6571561,6790306,7011173,7233680
Chad,TCD,"Population, total",SP.POP.TOTL,8342559,8663012,9001689,9353201,9710043,10067009,10421597,10775708,11133861,11502786,11887202,12288651,12705135,13133589,13569438,14009413,14452543
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,76135,76599,77070,77547,78016,78478,78917,79345,79756,80165,80573,80980,81383,81788,82179,82567,82949
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,72590,73194,73831,74491,75154,75816,76494,77168,77825,78438,79008,79517,79975,80392,80790,81191,81592
Channel Islands,CHI,"Population, total",SP.POP.TOTL,148725,149793,150901,152038,153170,154294,155411,156513,157581,158603,159581,160497,161358,162180,162969,163758,164541
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,7716709,7807911,7897433,7985622,8072976,8159811,8246307,8332331,8417474,8501178,8583041,8662885,8740856,8817171,8892196,8966170,9039141
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,7546045,7637058,7726202,7813920,7900802,7987253,8073485,8159356,8244468,8328264,8410313,8490472,8568890,8645811,8721602,8796511,8870613
Chile,CHL,"Population, total",SP.POP.TOTL,15262754,15444969,15623635,15799542,15973778,16147064,16319792,16491687,16661942,16829442,16993354,17153357,17309746,17462982,17613798,17762681,17909754
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,614199718,618560573,622567040,626282598,629835033,633381243,636773435,639964959,643116500,646186349,649172215,652141182,655175831,658274452,661488955,664756807,668291578
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,648445282,653289427,657832960,662117402,666239967,670338757,674246565,677920041,681538500,685073651,688532785,691988818,695519169,699105548,702781045,706463193,710373422
China,CHN,"Population, total",SP.POP.TOTL,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,20423033,20724523,21025290,21324176,21619418,21909656,22194536,22474113,22747981,23015775,23277201,23531915,23779764,24020999,24256048,24485165,24708400
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,19980925,20264386,20547201,20827975,21104745,21375978,21641186,21900459,22153563,22400406,22640896,22874731,23101711,23321982,23535863,23743532,23945019
Colombia,COL,"Population, total",SP.POP.TOTL,40403958,40988909,41572491,42152151,42724163,43285634,43835722,44374572,44901544,45416181,45918097,46406646,46881475,47342981,47791911,48228697,48653419
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,269505,276166,282854,289618,296523,303614,310901,318384,326071,333967,342067,350386,358917,367609,376435,385341,394325
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,272852,279722,286625,293593,300705,308013,315524,323236,331158,339285,347625,356183,364951,373891,382950,392083,401276
Comoros,COM,"Population, total",SP.POP.TOTL,542357,555888,569479,583211,597228,611627,626425,641620,657229,673252,689692,706569,723868,741500,759385,777424,795601
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,23731839,24386505,25102934,25875701,26693156,27546761,28437110,29368620,30340498,31351867,32401848,33489678,34614552,35775405,36971104,38200543,39463262
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,23344548,24007833,24732822,25514332,26341061,27204715,28105901,29048942,30033110,31057568,32121415,33223919,34364130,35540628,36751756,37996076,39272891
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,47076387,48394338,49835756,51390033,53034217,54751476,56543011,58417562,60373608,62409435,64523263,66713597,68978682,71316033,73722860,76196619,78736153
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,1615149,1659944,1705380,1752789,1803968,1860062,1921793,1988386,2057633,2126464,2192706,2255539,2315738,2374673,2434474,2496701,2561745
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,1610578,1655862,1701800,1749730,1801471,1858181,1920572,1987860,2057802,2127248,2193987,2257191,2317625,2376720,2436627,2498947,2564076
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,3225727,3315806,3407180,3502519,3605439,3718243,3842365,3976246,4115435,4253712,4386693,4512730,4633363,4751393,4871101,4995648,5125821
