,country,year,birth/1000,fertility/1000,health_exp/capita,health_exp_private_%GDP,health_exp_public_%GDP,health_exp_public_%govExp,health_exp_public_%totHealthExp,health_exp_%GDP,life_exp_F,life_exp_M,life_exp,risk_maternal_death_%,mortality/1000_adultF,mortality/1000_adultM,mortality/1000_infant,death_age<5,health_exp_outOfPocket_%privateExp,health_exp_outOfPocket_%totExp,sanitation_%pop,anemia_%age<5,anemia_nonpregnant_%age15-49,anemia_%pregnant,anemia_%age15-49,survival_>=age65_F,survival_>=age65_M,tuberculosis_%detect,tuberculosis_%txSuccess,Code,Region,Income group
291,Burundi,2008,43.549,6.447,14.36007705,4.504151861,3.355311709,8.15134447,42.69135774,7.85946357,55.67100000000001,52.217,53.90187805,4.928271948,307.51099999999997,359.54699999999997,69.3,39257.0,65.36460623,37.45956835,46.5886677,54.7,27.4,38.4,28.7,52.38138,45.88601,48.0,82.0,BDI,Sub-Saharan Africa,Low income
292,Burundi,2009,43.699,6.353,13.53159243,3.871147089,3.093040181,8.14217182,44.41351246,6.96418727,56.167,52.643,54.36202439,4.868646789,299.885,353.606,66.4,39069.0,67.53080691,37.53800357,47.23423446,53.3,26.2,36.7,27.4,53.240190000000005,46.572390000000006,53.0,86.0,BDI,Sub-Saharan Africa,Low income
293,Burundi,2010,43.736000000000004,6.256,18.9457458,3.3210118960000004,5.499656744,13.46501176,62.34965816,8.82066864,56.685,53.077,54.836999999999996,4.782986742,292.259,347.666,63.8,38779.0,69.7471133,26.26002658,47.880570399999996,52.0,25.3,35.3,26.5,54.099,47.25877,56.0,88.0,BDI,Sub-Saharan Africa,Low income
294,Burundi,2011,43.663000000000004,6.156000000000001,20.77401252,3.176137423,5.401877297,13.5786437,62.97351396,8.57801472,57.208,53.511,55.31441463,4.7415379369999995,284.633,341.726,61.6,38666.0,69.66813291,25.795661499999998,48.52778036,50.9,24.8,34.1,25.9,54.957809999999995,47.94515,50.0,89.0,BDI,Sub-Saharan Africa,Low income
295,Burundi,2012,43.506,6.058,20.34701459,3.2766884139999997,4.930865336,14.05947053,60.07716167,8.20755375,57.72,53.938,55.78287805,4.664709756000001,277.007,335.786,59.5,38300.0,54.89833047,21.91697172,49.17590556,50.0,24.6,33.2,25.6,55.81661999999999,48.63153,51.0,89.0,BDI,Sub-Saharan Africa,Low income
296,Burundi,2013,43.285,5.962000000000001,20.85880811,3.6349607269999997,4.3966530530000005,14.01828211,54.74183861,8.03161378,58.208,54.355,56.2345122,4.558843219,273.074,331.579,57.6,37831.0,44.66523038,20.21466205,49.82498724,49.1,24.7,32.4,25.6,56.41737,49.19489,56.0,91.0,BDI,Sub-Saharan Africa,Low income
297,Burundi,2014,43.005,5.869,21.55325396,3.5618378330000002,3.9737275569999997,13.18522664,52.7329716,7.53556539,58.666000000000004,54.756,56.66331707,4.431196561,269.14099999999996,327.373,55.8,37343.0,44.47552841,21.02226064,50.47506664,48.4,25.0,31.7,25.7,57.01811,49.75825,53.0,91.0,BDI,Sub-Saharan Africa,Low income
298,Burundi,2015,42.662,5.781000000000001,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,59.092,55.143,57.06934146,4.272948275,265.20799999999997,323.166,54.1,36970.0,-2.0,-2.0,50.46031707,47.8,25.5,31.2,26.2,57.61885,50.32161,51.0,-2.0,BDI,Sub-Saharan Africa,Low income
299,Burundi,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,47.3,26.2,30.9,26.7,-2.0,-2.0,-2.0,-2.0,BDI,Sub-Saharan Africa,Low income
300,Cambodia,2007,26.05,3.0860000000000003,23.57187744,2.424060838,1.321770862,9.14213916,35.28644552,3.7458317,66.904,62.34,64.56634146,0.827970978,178.301,234.96400000000003,46.5,19874.0,98.81369431,63.945853899999996,29.22095185,58.4,47.7,54.8,48.1,70.2867,61.520309999999995,54.0,93.0,KHM,East Asia & Pacific,Lower middle income
301,Cambodia,2008,25.947,3.0180000000000002,41.26564542,4.443018241,1.1113312290000001,7.11950865,20.00830583,5.55434947,67.569,63.058,65.2584878,0.755110561,173.697,231.555,43.3,18792.0,75.88502587,60.70171782,31.647394300000002,57.6,46.8,54.5,47.3,71.02131,62.247069999999994,60.0,94.0,KHM,East Asia & Pacific,Lower middle income
302,Cambodia,2009,25.767,2.947,46.7363886,5.042700408,1.312468532,6.54525348,20.65198494,6.35516894,68.145,63.715,65.87597561,0.685763407,169.093,228.14700000000002,40.0,17567.0,75.94801453,60.26324201,34.0807445,57.1,46.2,54.4,46.6,71.75593,62.97384,62.0,94.0,KHM,East Asia & Pacific,Lower middle income
303,Cambodia,2010,25.503,2.875,46.59217577,4.512029781,1.440774999,7.239390299999999,24.20329663,5.95280478,68.638,64.307,66.41968293,0.630705457,164.488,224.738,36.7,16171.0,79.51690298,60.27119108,36.5201585,56.5,45.7,54.4,46.2,72.49055,63.7006,65.0,89.0,KHM,East Asia & Pacific,Lower middle income
304,Cambodia,2011,25.168000000000003,2.805,49.59668643,4.30157266,1.33985553,6.815527799999999,23.75028956,5.64142819,69.065,64.833,66.89739024,0.581380064,159.884,221.329,33.6,14746.0,80.27600428,61.21022082,38.96669925,56.2,45.5,54.5,46.0,73.22516,64.42737,62.0,94.0,KHM,East Asia & Pacific,Lower middle income
305,Cambodia,2012,24.8,2.739,59.12020728,4.7358676719999995,1.5033406980000001,7.258156,24.09505516,6.23920837,69.453,65.303,67.32739024,0.54395852,155.28,217.92,30.7,13295.0,93.48048583,70.95631121,41.42048218,55.7,45.4,54.7,46.0,73.95978000000001,65.15413000000001,66.0,94.0,KHM,East Asia & Pacific,Lower middle income
306,Cambodia,2013,24.428,2.682,60.44287728,4.535233511,1.397584709,6.81614184,23.5568436,5.93281822,69.827,65.729,67.72802439,0.522278275,151.134,214.769,28.3,12025.0,95.63143835,73.10368999,43.88113414,55.3,45.5,54.9,46.0,74.6115,65.68624,63.0,93.0,KHM,East Asia & Pacific,Lower middle income
307,Cambodia,2014,24.055999999999997,2.634,61.28475128,4.4245965389999995,1.251042011,6.13494591,22.04231295,5.67563855,70.196,66.116,68.1062439,0.496150656,146.987,211.618,26.3,11022.0,95.16954573,74.19197663,46.3492532,55.0,45.6,55.1,46.1,75.26321999999999,66.21835,72.0,93.0,KHM,East Asia & Pacific,Lower middle income
308,Cambodia,2015,23.682,2.594,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,70.57,66.47399999999999,68.47204878,0.472972946,142.84,208.468,24.6,10257.0,-2.0,-2.0,48.82544927,54.7,45.9,55.4,46.4,75.91494,66.75045,59.0,-2.0,KHM,East Asia & Pacific,Lower middle income
309,Cambodia,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,54.4,46.3,55.8,46.8,-2.0,-2.0,-2.0,-2.0,KHM,East Asia & Pacific,Lower middle income
310,Cameroon,2007,40.29,5.266,50.94214029,3.690927313,1.065776207,6.76807564,22.4057733,4.75670352,54.998999999999995,53.06399999999999,54.00790244,3.781573817,359.608,383.222,73.1,84665.0,94.57375913,73.38377706,39.20726812,65.5,43.3,51.9,44.3,49.02843,45.49876,43.0,74.0,CMR,Sub-Saharan Africa,Lower middle income
311,Cameroon,2008,40.013000000000005,5.218999999999999,61.68511416,4.126899216,1.049287334,5.57404755,20.27143581,5.17618655,55.555,53.516000000000005,54.51063415,3.734432572,354.788,382.11400000000003,70.8,83054.0,95.12239353,75.83971859,39.14707081,64.8,42.7,51.5,43.7,49.68445,45.83275,45.0,75.0,CMR,Sub-Saharan Africa,Lower middle income
312,Cameroon,2009,39.686,5.167000000000001,59.05103438,3.78685572,1.283132861,7.33615431,25.30839745,5.06998858,56.08,53.918,54.97263415,3.63970581,349.967,381.006,68.8,81359.0,94.68231926,70.71974159,39.09076018,64.2,42.1,51.1,43.0,50.34046,46.166740000000004,45.0,77.0,CMR,Sub-Saharan Africa,Lower middle income
313,Cameroon,2010,39.306999999999995,5.111000000000001,60.62989094,3.7772350639999996,1.5076022759999999,8.53335928,28.52693808,5.28483734,56.571000000000005,54.287,55.40114634,3.4852085039999996,345.14599999999996,379.897,66.2,79323.0,94.67168054,67.66474886,39.03895266,63.8,41.5,50.7,42.4,50.99648,46.50073,45.0,78.0,CMR,Sub-Saharan Africa,Lower middle income
314,Cameroon,2011,38.876,5.0489999999999995,49.87450321,2.630228013,1.331447157,6.41716148,33.60818592,3.96167517,57.03,54.646,55.80892683,3.320650947,340.325,378.789,64.4,77598.0,73.35017636,48.69851272,38.99091009,63.4,41.0,50.4,42.0,51.6525,46.834720000000004,46.0,79.0,CMR,Sub-Saharan Africa,Lower middle income
315,Cameroon,2012,38.403,4.984,53.03231424,3.272367473,1.066747097,5.45882966,24.58444181,4.33911457,57.47,55.025,56.21768293,3.184485959,335.504,377.681,62.4,75910.0,85.97828356,64.84100247,38.94656228,63.1,40.7,50.1,41.7,52.30852,47.16871,47.0,79.0,CMR,Sub-Saharan Africa,Lower middle income
316,Cameroon,2013,37.899,4.917,57.149707799999995,3.280627636,1.012469674,4.62177535,23.58366467,4.29309731,57.903,55.441,56.64197561,3.0783904019999997,331.87699999999995,370.33,60.4,74208.0,85.97828356,65.70145348,38.90583899,62.9,40.5,49.8,41.4,52.88515,48.02936,49.0,82.0,CMR,Sub-Saharan Africa,Lower middle income
317,Cameroon,2014,37.374,4.848,58.652202700000004,3.1650378889999997,0.9386336909999999,4.26453239,22.87302171,4.10367158,58.335,55.9,57.08780488,2.989368401,328.25,362.98,58.6,72574.0,85.97828356,66.3124521,38.86903206,62.8,40.3,49.6,41.2,53.46179,48.89001,52.0,84.0,CMR,Sub-Saharan Africa,Lower middle income
318,Cameroon,2015,36.836999999999996,4.7780000000000005,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,58.775,56.398,57.5575122,2.888392618,324.623,355.63,57.1,71348.0,-2.0,-2.0,38.83498513,62.6,40.4,49.4,41.2,54.038419999999995,49.750659999999996,53.0,-2.0,CMR,Sub-Saharan Africa,Lower middle income
319,Cameroon,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,62.5,40.6,49.3,41.4,-2.0,-2.0,-2.0,-2.0,CMR,Sub-Saharan Africa,Lower middle income
320,Canada,2007,11.2,1.6589,4382.4308,2.9413826430000003,6.893501359,17.84465269,70.09235044,9.834883999999999,82.9,78.3,80.54390244,0.013178562,55.425,91.70100000000001,5.1,2181.0,49.39133823,14.77178836,98.5,8.8,8.2,16.7,8.4,90.94519,85.82521,87.0,67.0,CAN,North America,High income
321,Canada,2008,11.3,1.6808,4682.04169,2.968013347,7.063453852,18.01085861,70.41296862,10.0314672,83.0,78.5,80.69512195,0.013451908,55.888999999999996,89.926,5.0,2206.0,49.3318281,14.59582345,98.5,8.7,8.1,16.6,8.4,91.09361,86.13054,87.0,79.0,CAN,North America,High income
322,Canada,2009,11.3,1.6680000000000001,4582.080336,3.2589343439999996,7.914158212,18.12343641,70.83229795,11.17309256,83.2,78.8,80.94634146,0.013246701000000001,54.762,87.745,5.0,2217.0,48.77779909,14.22736309,98.5,8.6,8.1,16.6,8.4,91.24204,86.43587,87.0,77.0,CAN,North America,High income
323,Canada,2010,11.1,1.6269,5347.694570000001,3.316736588,7.88439634,18.22610273,70.3892757,11.20113293,83.4,79.1,81.19756098,0.012889168999999999,52.65,85.40799999999999,4.9,2201.0,49.22275344,14.57521381,98.5,8.5,8.1,16.6,8.4,91.39047,86.7412,87.0,78.0,CAN,North America,High income
324,Canada,2011,11.0,1.61,5665.424517,3.1445037819999997,7.676792501,18.40415949,70.94152397,10.82129629,83.6,79.4,81.44878049,0.012561632,52.231,81.369,4.7,2121.0,48.17184105,13.99800285,98.5,8.4,8.2,16.6,8.4,91.5389,87.04653,87.0,66.0,CAN,North America,High income
325,Canada,2012,11.0,1.6142,5719.027387,3.1280676689999996,7.651144554,18.56502884,70.98055397,10.77921223,83.704,79.564,81.5835122,0.012215448,-2.0,-2.0,4.7,2056.0,47.36044472,13.74373867,98.5,8.4,8.3,16.7,8.5,91.68733,87.35186999999999,87.0,79.0,CAN,North America,High income
326,Canada,2013,11.0,1.587,5619.3764630000005,3.0895018889999997,7.575664927999999,18.57342332,71.03184653,10.66516682,83.84899999999999,79.794,81.77204878,0.011878732,-2.0,-2.0,4.6,1978.0,47.09388001,13.64222742,98.5,8.5,8.4,16.8,8.6,91.81266,87.6156,87.0,82.0,CAN,North America,High income
327,Canada,2014,10.9,1.6,5291.7461299999995,3.037650114,7.4119318839999995,18.76736586,70.93041505,10.449582000000001,83.988,80.015,81.95304878,0.011610238,-2.0,-2.0,4.4,1872.0,46.78724286,13.600857300000001,98.5,8.7,8.6,17.0,8.8,91.93798000000001,87.87934,87.0,82.0,CAN,North America,High income
328,Canada,2015,10.9,1.6,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.12299999999999,80.23,82.12902439,0.011328543,-2.0,-2.0,4.3,1824.0,-2.0,-2.0,98.5,9.0,8.9,17.2,9.1,92.06331,88.14307,90.0,-2.0,CAN,North America,High income
329,Canada,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,9.4,9.3,17.4,9.5,-2.0,-2.0,-2.0,-2.0,CAN,North America,High income
330,Cayman Islands,2007,13.8,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,-2.0,CYM,Latin America & Caribbean,High income
331,Cayman Islands,2008,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,-2.0,CYM,Latin America & Caribbean,High income
332,Cayman Islands,2009,15.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,50.0,CYM,Latin America & Caribbean,High income
333,Cayman Islands,2010,15.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,25.0,CYM,Latin America & Caribbean,High income
334,Cayman Islands,2011,14.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,100.0,CYM,Latin America & Caribbean,High income
335,Cayman Islands,2012,13.4,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,83.0,CYM,Latin America & Caribbean,High income
336,Cayman Islands,2013,12.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,80.0,CYM,Latin America & Caribbean,High income
337,Cayman Islands,2014,12.2,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,CYM,Latin America & Caribbean,High income
338,Cayman Islands,2015,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,95.55,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,-2.0,CYM,Latin America & Caribbean,High income
339,Cayman Islands,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,CYM,Latin America & Caribbean,High income
340,Central African Republic,2007,38.749,5.322,16.34316897,2.007483281,2.036722449,15.12406221,50.36149457,4.04420573,46.893,44.225,45.52646341,4.3971322310000005,496.99,513.851,106.9,23524.0,91.35698903,45.34824397,20.54061341,76.2,47.6,54.7,48.3,35.0915,31.459,-2.0,67.0,CAF,Sub-Saharan Africa,Low income
341,Central African Republic,2008,38.5,5.289,19.96737755,2.014404175,2.290508965,14.73515301,53.20685669,4.30491314,47.583999999999996,44.81,46.16317073,4.233615138999999,485.963,503.974,105.5,23084.0,85.07895707,39.81111831,21.36175819,75.6,47.2,54.4,47.9,36.217259999999996,32.42546,31.0,71.0,CAF,Sub-Saharan Africa,Low income
342,Central African Republic,2009,38.248000000000005,5.254,16.25205752,2.079676398,1.497162132,8.98628479,41.857135,3.57683853,48.308,45.431999999999995,46.83492683,4.1111163369999995,474.936,494.097,103.6,22590.0,83.29708298,48.431310499999995,22.19476718,75.0,46.7,54.1,47.4,37.34303,33.39192,43.0,47.0,CAF,Sub-Saharan Africa,Low income
343,Central African Republic,2010,37.981,5.215,17.41374391,1.920287817,1.9771464330000001,9.74336449,50.72943651,3.89743425,49.056999999999995,46.081,47.53270732,3.944080941,463.91,484.22,101.7,22216.0,90.49100932,44.58543019,23.04064605,74.4,46.2,53.8,46.9,38.468790000000006,34.35838,35.0,59.0,CAF,Sub-Saharan Africa,Low income
344,Central African Republic,2011,37.683,5.172000000000001,18.08817508,1.892502346,1.840226144,11.84178665,49.29975886,3.73272849,49.833,46.756,48.25697561,3.8263513860000002,452.88300000000004,474.343,99.7,21915.0,90.47771682,45.87242061,23.90040045,73.9,45.8,53.5,46.5,39.594559999999994,35.32484,31.0,59.0,CAF,Sub-Saharan Africa,Low income
345,Central African Republic,2012,37.343,5.122999999999999,17.01594078,1.8548168530000002,1.7680298669999999,10.5066313,48.80222665,3.62284672,50.644,47.458,49.01214634,3.742250978,441.856,464.465,97.7,21701.0,90.45905181,46.31302032,24.77503603,73.5,45.5,53.2,46.2,40.72032,36.2913,46.0,68.0,CAF,Sub-Saharan Africa,Low income
346,Central African Republic,2013,36.959,5.067,12.53258889,1.908729696,1.913359234,15.51645354,50.06056294,3.82208893,51.49,48.181999999999995,49.79565854,3.702994743,426.381,451.884,96.1,21613.0,90.48552695,45.18796278,24.87194902,73.1,45.4,53.0,46.0,42.25614,37.515370000000004,51.0,70.0,CAF,Sub-Saharan Africa,Low income
347,Central African Republic,2014,36.542,5.006,15.5874302,2.143279147,2.0569429830000003,14.16568905,48.97224289,4.20022213,52.353,48.913000000000004,50.59104878,3.671398303,410.905,439.30199999999996,93.5,21317.0,90.58520575,46.22359876,24.97566995,72.7,45.2,52.7,45.9,43.791959999999996,38.73944,57.0,70.0,CAF,Sub-Saharan Africa,Low income
348,Central African Republic,2015,36.113,4.94,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,53.211000000000006,49.632,51.37785366,3.6683426810000004,395.42900000000003,426.72,91.5,21029.0,-2.0,-2.0,25.08699975,72.2,45.3,52.5,45.9,45.32778,39.96351,55.0,-2.0,CAF,Sub-Saharan Africa,Low income
349,Central African Republic,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,71.9,45.4,52.3,46.0,-2.0,-2.0,-2.0,-2.0,CAF,Sub-Saharan Africa,Low income
350,Chad,2007,48.343999999999994,6.901,26.816219800000002,2.095913789,1.2502512209999999,7.29787973,37.36370494,3.34616501,49.537,47.905,48.70109756,7.746649754,381.81800000000004,415.093,98.1,85017.0,88.72513343,55.57413637,9.675247954,76.9,49.4,55.2,50.3,43.01917,39.28768,36.0,-2.0,TCD,Sub-Saharan Africa,Low income
351,Chad,2008,47.81,6.803,27.10215388,1.919865009,0.996604191,5.28346403,34.17160008,2.9164692000000003,50.028,48.321000000000005,49.15368293,7.4747120989999996,375.61,410.445,96.7,85286.0,87.60989596,57.67219268,9.644840441,76.5,48.9,54.9,49.8,43.87443,39.94034,41.0,-2.0,TCD,Sub-Saharan Africa,Low income
352,Chad,2009,47.251999999999995,6.699,26.583659899999997,2.075254749,1.231522791,5.08706645,37.24238406,3.30677754,50.593,48.778,49.66336585,7.403761397,369.402,405.79699999999997,95.1,85197.0,87.06910616,54.64249524,9.615001032,76.0,48.4,54.5,49.3,44.729690000000005,40.593,48.0,72.0,TCD,Sub-Saharan Africa,Low income
353,Chad,2010,46.68,6.5920000000000005,26.41741253,1.763636205,1.185137165,4.85507268,40.19085281,2.94877337,51.2,49.26,50.20634146,7.120301978,363.194,401.149,93.6,85197.0,85.85906015,51.35157166,9.589784151,75.5,47.9,54.1,48.8,45.584959999999995,41.245670000000004,53.0,54.0,TCD,Sub-Saharan Africa,Low income
354,Chad,2011,46.104,6.482,31.32111874,1.633857875,1.534874565,6.85440807,48.43812451,3.16873244,51.813,49.742,50.7522439,6.668766035,356.986,396.501,91.9,85052.0,86.32912706,44.51291701,9.569602966,75.2,47.5,53.8,48.4,46.440220000000004,41.89833,57.0,68.0,TCD,Sub-Saharan Africa,Low income
355,Chad,2012,45.53,6.372000000000001,29.18358859,1.578390393,1.421939407,5.93769915,47.39277019,3.0003298,52.398,50.205,51.2747561,6.213756313999999,350.778,391.853,90.2,84574.0,86.32912706,45.41536226,9.554870644,74.8,47.2,53.4,48.1,47.29548,42.550990000000006,55.0,69.0,TCD,Sub-Saharan Africa,Low income
356,Chad,2013,44.963,6.263,33.66517607,1.642761605,1.774692315,7.75779581,51.93024855,3.41745392,52.93,50.635,51.7545122,5.935422619,347.69699999999995,389.501,88.4,83910.0,86.32912706,41.4981968,9.546279576,74.4,47.0,53.0,47.8,47.781620000000004,42.96595,57.0,74.0,TCD,Sub-Saharan Africa,Low income
357,Chad,2014,44.407,6.155,37.10492956,1.6422142380000002,1.9789501619999998,8.96652448,54.64955311,3.6211644,53.396,51.023999999999994,52.18107317,5.744557497000001,344.61699999999996,387.149,86.7,83343.0,86.32912706,39.15064491,9.54398092,74.0,46.9,52.7,47.7,48.26777,43.38091,55.0,68.0,TCD,Sub-Saharan Africa,Low income
358,Chad,2015,43.864,6.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,53.795,51.372,52.55395122,5.518801589,341.536,384.798,85.0,82728.0,-2.0,-2.0,9.548387842999999,73.7,46.9,52.4,47.7,48.75391,43.79587,54.0,-2.0,TCD,Sub-Saharan Africa,Low income
359,Chad,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,73.3,47.1,52.1,47.7,-2.0,-2.0,-2.0,-2.0,TCD,Sub-Saharan Africa,Low income
360,Chile,2007,15.135,1.945,664.982757,3.6895890610000004,2.655656258,13.71548294,41.85269638,6.34524532,80.779,75.203,77.923,0.054579298,71.179,126.598,7.6,2162.0,65.78774432,38.25379943,96.09484386,18.6,9.6,22.9,10.1,87.93046,80.33192,87.0,85.0,CHL,Latin America & Caribbean,High income
361,Chile,2008,14.923,1.925,739.6179002,3.9257648819999997,2.942588718,13.56056913,42.8427086,6.868353599999999,80.863,75.37100000000001,78.05002439,0.051727485,70.921,124.727,7.6,2150.0,64.27170902,36.73596801,96.6556531,18.3,9.8,23.1,10.2,87.98791999999999,80.61613,87.0,72.0,CHL,Latin America & Caribbean,High income
362,Chile,2009,14.699000000000002,1.903,754.5907851,3.9244261689999997,3.468102151,14.05518594,46.91361333,7.39252832,80.94800000000001,75.53699999999999,78.17651219999999,0.05014154,70.663,122.85700000000001,7.5,2114.0,63.69982913,33.8159376,97.20679224,18.2,10.0,23.3,10.4,88.04538000000001,80.90034,87.0,72.0,CHL,Latin America & Caribbean,High income
363,Chile,2010,14.466,1.879,891.1223738,3.673680309,3.294925632,13.80161645,47.28242148,6.96860594,81.042,75.706,78.30892683,0.047625155,70.405,120.986,7.6,2104.0,63.85618049,33.66343209,97.74876896,18.2,10.3,23.6,10.7,88.10283000000001,81.18455,87.0,71.0,CHL,Latin America & Caribbean,High income
364,Chile,2011,14.231,1.8559999999999999,1023.221335,3.671939905,3.3326392360000003,14.33965772,47.57800817,7.00457914,81.15100000000001,75.883,78.4527561,0.045570837999999995,70.146,119.116,7.5,2070.0,63.98360322,33.54147925,98.28225089,18.2,10.7,24.0,11.1,88.16029,81.46876,87.0,71.0,CHL,Latin America & Caribbean,High income
365,Chile,2012,14.005999999999998,1.834,1108.0071130000001,3.7617816989999997,3.4761647210000004,14.65070469,48.02694742,7.23794642,81.275,76.071,78.60953659,0.04361611,69.888,117.245,7.4,2036.0,62.79589977,32.636946,98.80757173,18.3,11.2,24.5,11.6,88.21775,81.75296999999999,87.0,44.0,CHL,Latin America & Caribbean,High income
366,Chile,2013,13.797,1.815,1192.0540939999998,3.898473248,3.632821452,15.31763039,48.23634709,7.5312947,81.415,76.271,78.78026829,0.041941307000000004,68.985,115.015,7.3,1979.0,62.42881307,32.31543411,99.23287396,18.6,11.8,25.0,12.2,88.38105,82.09728,87.0,47.0,CHL,Latin America & Caribbean,High income
367,Chile,2014,13.607999999999999,1.798,1137.3562650000001,3.9345482460000003,3.8513094239999996,15.88420857,49.4654486,7.78585767,81.569,76.484,78.9644878,0.040448066,68.082,112.78399999999999,7.2,1948.0,62.37170315,31.51926039,99.75843158,19.0,12.6,25.6,13.0,88.54434,82.44158,87.0,58.0,CHL,Latin America & Caribbean,High income
368,Chile,2015,13.437000000000001,1.785,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,81.736,76.708,79.16068293,0.03914812,67.179,110.554,7.0,1896.0,-2.0,-2.0,99.8882097,19.5,13.5,26.2,13.9,88.70764,82.78588,87.0,-2.0,CHL,Latin America & Caribbean,High income
369,Chile,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20.0,14.7,27.0,15.0,-2.0,-2.0,-2.0,-2.0,CHL,Latin America & Caribbean,High income
370,China,2007,12.1,1.577,115.28901709999998,2.291740824,2.026592106,11.06281576,46.92996439,4.31833293,76.166,73.097,74.59407317,0.062887802,77.639,105.102,17.2,335768.0,83.00883544,44.05281852,67.14899241,14.0,18.2,23.8,18.3,85.64855,81.18248,86.0,93.0,CHN,East Asia & Pacific,Upper middle income
371,China,2008,12.14,1.581,157.6781461,2.2969284780000003,2.292123452,10.13371551,49.94764686,4.58905193,76.418,73.337,74.83992683,0.059354078,76.30199999999999,103.557,15.8,303084.0,80.76161835,40.42309042,68.14780258,14.3,18.2,24.2,18.4,85.91107,81.46437,87.0,93.0,CHN,East Asia & Pacific,Upper middle income
